인증구분,인증번호,인증제품명,업체명,사업자등록번호,대표자,인증일자,만료일자
NET,53-170,,센도리,,박문수,2024-01-03,2027-01-02
NET,31-166,,주식회사 네오켄바이오,,함정엽,2024-01-03,2027-01-02
NET,21-164,,주식회사 하농,,대표이사,2024-01-03,2027-01-02
NET,21-163,,딕스비전(주),,박상현,2024-01-03,2026-01-02
NET,21-162,,(주)솔로몬,,윤민중,2024-01-03,2027-01-02
NET,52-168,,주식회사 잰153바이오텍,,김진철,2024-01-03,2027-01-02
NET,51-173,,주식회사 부루빌 테크,,김자옥,2024-01-03,2027-01-02
NET,23-165,,(주)셀엔백스,,신현진,2024-01-03,2027-01-02
NET,31-167,,미코바이오메드,,홍영석,2024-01-03,2026-01-02
NET,12-160,,주식회사 핸디팜,,차돌,2024-01-03,2027-01-02
NET,51-174,농업용 호소 녹조관리를 위한 녹조청소로봇기술,한국농어촌공사(주)삼호인넷(주)코레드,,정심향외 2인,2024-01-03,2026-01-02
NET,21-162,,(주)솔로몬,,윤민중,2024-01-03,2027-01-02
NET,21-163,,딕스비전(주),,박상현,2024-01-03,2026-01-02
NET,21-164,,주식회사 하농,,대표이사,2024-01-03,2027-01-02
NET,52-169,토양개량제용 나노복합체 하이드로겔 제조기술,(주)테라그린,,전호연,2024-01-03,2027-01-02
NET,53-170,소형 아쿠아포닉스 기기 개발,(주)코트론,,고영호,2024-01-03,2027-01-02
NET,53-171,리구조 설계와 스프링 장치 등을 이용한 진동 저감 장치로 사용자에게 전달되는 진동을 감쇄시키는 기술,(주)매일,,박성준,2024-01-03,2027-01-02
NET,51-175,오메가 스틸보강재로 보강된 경질염화비닐 라이너와 특수 충전 모르타르를 이용한 노후관로 비굴착 보강기술,리플래시기술(주) 솔루션이엔씨㈜ ㈜제일엔지니어링종합건축사사무소 신일동㈜,,이홍원 이희원,2024-01-03,2027-01-02
NET,53-170,냉온열원이 분리된 심정을 활용한 지열히트펌프 시스템 효율 향상 기술,센도리,,박문수,2024-01-03,2027-01-02
NET,31-166,TPC-MW를 이용한 천연물·식품 가공 기술,주식회사 네오켄바이오,,함정엽,2024-01-03,2027-01-02
NET,21-161,,아이트,,우광제,2024-01-03,2027-01-02
NET,12-160,,주식회사 핸디팜,,차돌,2024-01-03,2027-01-02
NET,31-167,,미코바이오메드,,홍영석,2024-01-03,2026-01-02
NET,12-160,이송유닛을 활용한 과채류 줄기 이동내림 재배기술,주식회사 핸디팜,,차돌,2024-01-03,2027-01-02
NET,23-165,,(주)셀엔백스,,신현진,2024-01-03,2027-01-02
NET,21-162,가축(소 돼지 염소) 번식 능력 개선용 방향제 (제품명: ReproScent),(주)솔로몬,,윤민중,2024-01-03,2027-01-02
NET,51-173,,주식회사 부루빌 테크,,김자옥,2024-01-03,2027-01-02
NET,52-168,,주식회사 잰153바이오텍,,김진철,2024-01-03,2027-01-02
NET,21-163,번식우 생체정보를 이용한 분만감시기술,딕스비전(주),,박상현,2024-01-03,2026-01-02
NET,21-161,한우 및 육우의 도체중 육량 신체충실지수 예측 방법 및 그 시스템,아이트,,우광제,2024-01-03,2027-01-02
NET,21-164,난각분말과 다목적 복합생균제를 활용한 단위 가축용 사료첨가제 제조기술,주식회사 하농,,대표이사,2024-01-03,2027-01-02
NET,31-167,우유의 베타카제인 A1/A2 형 구분 및 A2 우유에 혼입된 A1 우유를 검출하기 위한 초고속 실시간핵산증폭기술,미코바이오메드,,홍영석,2024-01-03,2026-01-02
NET,23-165,항체 Fc분자를 표면에 발현하여 면역원성이 증강된 백신의 제조기술,(주)셀엔백스,,신현진,2024-01-03,2027-01-02
NET,51-173,섬유앵커와 자기치유 모르타르를 이용한 단면복구 공법,주식회사 부루빌 테크,,김자옥,2024-01-03,2027-01-02
NET,52-168,광범위 나방해충을 효과적으로 방제하는 바실러스 투린지엔시스 IMBL-B9을 이용한 마이크로캡슐기반 분무건조 제형 기술 개발,주식회사 잰153바이오텍,,김진철,2024-01-03,2027-01-02
NET,51-174,,한국농어촌공사(주)삼호인넷(주)코레드,,정심향외 2인,2024-01-03,2026-01-02
NET,31-166,,주식회사 네오켄바이오,,함정엽,2024-01-03,2027-01-02
NET,31-167,,미코바이오메드,,홍영석,2024-01-03,2026-01-02
NET,23-165,,(주)셀엔백스,,신현진,2024-01-03,2027-01-02
NET,53-170,,센도리,,박문수,2024-01-03,2027-01-02
NET,51-175,,리플래시기술(주) 솔루션이엔씨㈜ ㈜제일엔지니어링종합건축사사무소 신일동㈜,,이홍원 이희원,2024-01-03,2027-01-02
NET,53-171,,(주)매일,,박성준,2024-01-03,2027-01-02
NET,53-170,,(주)코트론,,고영호,2024-01-03,2027-01-02
NET,53-171,,(주)매일,,박성준,2024-01-03,2027-01-02
NET,21-163,,딕스비전(주),,박상현,2024-01-03,2026-01-02
NET,21-162,,(주)솔로몬,,윤민중,2024-01-03,2027-01-02
NET,52-169,,(주)테라그린,,전호연,2024-01-03,2027-01-02
NET,51-174,,한국농어촌공사(주)삼호인넷(주)코레드,,정심향외 2인,2024-01-03,2026-01-02
NET,12-160,,주식회사 핸디팜,,차돌,2024-01-03,2027-01-02
NET,51-173,,주식회사 부루빌 테크,,김자옥,2024-01-03,2027-01-02
NET,52-168,,주식회사 잰153바이오텍,,김진철,2024-01-03,2027-01-02
NET,53-170,,(주)코트론,,고영호,2024-01-03,2027-01-02
NET,21-161,,아이트,,우광제,2024-01-03,2027-01-02
NET,31-166,,주식회사 네오켄바이오,,함정엽,2024-01-03,2027-01-02
NET,53-170,,센도리,,박문수,2024-01-03,2027-01-02
NET,52-169,,(주)테라그린,,전호연,2024-01-03,2027-01-02
NET,21-164,,주식회사 하농,,대표이사,2024-01-03,2027-01-02
NET,51-175,,리플래시기술(주) 솔루션이엔씨㈜ ㈜제일엔지니어링종합건축사사무소 신일동㈜,,이홍원 이희원,2024-01-03,2027-01-02
NET,31-115,,(주)지큐지원,,정해동,2023-12-30,2025-12-29
NET,53-118,,주식회사 모든솔라,,채종윤,2023-12-30,2025-12-29
NET,21-111,,성원메디칼주식회사,,이대희,2023-12-30,2025-12-29
NET,21-159,,(주)티엔티리써치,,박명흠,2023-12-30,2025-12-29
NET,53-117,,주식회사엠바디텍,,나광준,2023-12-30,2025-12-29
NET,53-118,,코리아휠(주),,최훈,2023-12-30,2025-12-29
NET,21-159,,(주)티엔티리써치,,박명흠,2023-12-30,2025-12-29
NET,11-126,,농업회사법인주식회사 에프앤피,,김신제,2023-12-30,2025-12-29
NET,11-126,,농업회사법인주식회사 에프앤피,,김신제,2023-12-30,2025-12-29
NET,21-111,모돈 해부학적 구조를 반영한 인공수정 심부주입기 제조기술,성원메디칼주식회사,,이대희,2023-12-30,2025-12-29
NET,53-117,페럴린을 이용한 보존화 나노코팅 기술,주식회사엠바디텍,,나광준,2023-12-30,2025-12-29
NET,53-118,온실 내 공간 활용을 높인 컨베이어 식물 이송장치,코리아휠(주),,최훈,2023-12-30,2025-12-29
NET,11-126,회복친 유전자 마커를 이용한 유채 디지털 육종 기술,농업회사법인주식회사 에프앤피,,김신제,2023-12-30,2025-12-29
NET,53-118,경량 조립식 영농형 태양광 판넬지지 장치,주식회사 모든솔라,,채종윤,2023-12-30,2025-12-29
NET,31-115,나노 발포 구조체 통기성 발효식품 포장지 제조기술,(주)지큐지원,,정해동,2023-12-30,2025-12-29
NET,53-117,,주식회사엠바디텍,,나광준,2023-12-30,2025-12-29
NET,31-115,,(주)지큐지원,,정해동,2023-12-30,2025-12-29
NET,53-118,,주식회사 모든솔라,,채종윤,2023-12-30,2025-12-29
NET,21-111,,성원메디칼주식회사,,이대희,2023-12-30,2025-12-29
NET,53-118,,코리아휠(주),,최훈,2023-12-30,2025-12-29
NET,21-159,한우 동일성 검사의 정확도 향상을 위한 키트 개발,(주)티엔티리써치,,박명흠,2023-12-30,2025-12-29
NET,31-115,,(주)지큐지원,,정해동,2023-12-30,2025-12-29
NET,53-118,,주식회사 모든솔라,,채종윤,2023-12-30,2025-12-29
NET,53-117,,주식회사엠바디텍,,나광준,2023-12-30,2025-12-29
NET,21-111,,성원메디칼주식회사,,이대희,2023-12-30,2025-12-29
NET,21-159,,(주)티엔티리써치,,박명흠,2023-12-30,2025-12-29
NET,53-118,,코리아휠(주),,최훈,2023-12-30,2025-12-29
NET,11-126,,농업회사법인주식회사 에프앤피,,김신제,2023-12-30,2025-12-29
NET,건설-981,내부양생효과를 증진한 고흡수성수지(SAP) 콘크리트와 철근배근 일체식 자동화 페이버를 이용한 박층연속철근 콘크리트 덧씌우기 포장 공법 (UT-CRCP),(주)삼우아이엠씨,2218123555,김기헌,2023-12-29,2031-12-28
NET,건설-980,콘크리트 거더 가설시 가로보의 길이 조정으로 횡변위 조정이 가능한 강관가로보 및 그 시공방법,(주) 대련건설,2178118354,편명철,2023-12-29,2031-12-28
NET,건설-980,콘크리트 거더 가설시 가로보의 길이 조정으로 횡변위 조정이 가능한 강관가로보 및 그 시공방법,롯데건설(주),1148116377,하석주,2023-12-29,2031-12-28
NET,건설-980,콘크리트 거더 가설시 가로보의 길이 조정으로 횡변위 조정이 가능한 강관가로보 및 그 시공방법,중앙대학교산학협력단,1088205979,고중혁,2023-12-29,2031-12-28
NET,건설-980,콘크리트 거더 가설시 가로보의 길이 조정으로 횡변위 조정이 가능한 강관가로보 및 그 시공방법,(주)유신,2208118141,박석성/한영수,2023-12-29,2031-12-28
NET,인증626호,고속 흡입기류의 연속식 부직포 필터를 이용한 녹조 제거 기술,씨엠스코(주),7868700444,이광원,2023-12-29,2031-12-28
NET,인증627호,요철판 회전 파쇄장치를 이용한 도로보조기층용 순환골재 생산 기술,이도에코제주(주),6168103780,정일석,2023-12-29,2031-12-28
NET,인증627호,요철판 회전 파쇄장치를 이용한 도로보조기층용 순환골재 생산 기술,화성개발(주),2218115467,김창성,2023-12-29,2031-12-28
NET,인증627호,요철판 회전 파쇄장치를 이용한 도로보조기층용 순환골재 생산 기술,(주)글로벌리텍,7168701949,정일섭,2023-12-29,2031-12-28
NET,건설-981,내부양생효과를 증진한 고흡수성수지(SAP) 콘크리트와 철근배근 일체식 자동화 페이버를 이용한 박층연속철근 콘크리트 덧씌우기 포장 공법 (UT-CRCP),(주)에이치에스드림텍,2218146771,길용수,2023-12-29,2031-12-28
NET,건설-981,내부양생효과를 증진한 고흡수성수지(SAP) 콘크리트와 철근배근 일체식 자동화 페이버를 이용한 박층연속철근 콘크리트 덧씌우기 포장 공법 (UT-CRCP),한국건설기술연구원,2298201135,김병석,2023-12-29,2031-12-28
NET,제2023-28호,상단부 가압정착시스템 및 하단부 긴장정착시스템을 이용한 듀얼 프리스트레스트 콘트리트 거더(듀얼-PC거더) 기술,(주)비티엠이엔씨,2068662379,김찬녕,2023-12-28,2028-12-27
NET,제2023-27호,조강형 개량 시멘트와 조강 촉진형 혼화제 및 나노 C-S-H 자극제를 사용한 동절기 건설공사중 붕괴사고 저감용 콘크리트 기술,현대건설(주),1018116293,윤영준,2023-12-28,2028-12-27
NET,인증625호,최종 파쇄공정에 P.L.C기반 공정관리 평가 장치를 적용한 콘크리트용 순환 굵은골재를 생산하는 기술,강수형,1968092900,강수형,2023-12-20,2031-12-19
NET,인증625호,최종 파쇄공정에 P.L.C기반 공정관리 평가 장치를 적용한 콘크리트용 순환 굵은골재를 생산하는 기술,(유)전주환경,4038143129,박몽선,2023-12-20,2031-12-19
NET,인증625호,최종 파쇄공정에 P.L.C기반 공정관리 평가 장치를 적용한 콘크리트용 순환 굵은골재를 생산하는 기술,(주)그린환경,4048114909,강수형,2023-12-20,2031-12-19
NET,인증625호,최종 파쇄공정에 P.L.C기반 공정관리 평가 장치를 적용한 콘크리트용 순환 굵은골재를 생산하는 기술,신구대학교 산학협력단,1298207580,이종욱,2023-12-20,2031-12-19
NET,31-159,,(주)나투어바이오제약,,이승진,2023-12-20,2025-12-19
NET,31-159,,(주)나투어바이오제약,,이승진,2023-12-20,2025-12-19
NET,31-159,LED를 활용한 발효흑삼 제조공정(벤조피렌불검출),(주)나투어바이오제약,,이승진,2023-12-20,2025-12-19
NET,31-159,,(주)나투어바이오제약,,이승진,2023-12-20,2025-12-19
NET,제2023-26호,수중펌프에 방사형 지지대를 적용하여 가동 안정성 확보 및 성능 향상 기술,(주)남일,5108175954,선용재 장규림,2023-12-18,2028-12-17
NET,제2023-25호,강관버팀보 안전지지를 위한 유밴드·이음재를 적용한 연결 공법,(주)핸스,1208681863,서승권,2023-12-18,2028-12-17
NET,GT-23-01852,수처리용 고응집성 무기응집제 폴리염화알루미늄 제조기술,금성이엔씨 ㈜,,,2023-12-14,2026-12-13
NET,GTP-23-03966,수처리용 고응집성 무기응집제 폴리염화알루미늄,금성이엔씨 ㈜,,,2023-12-14,2026-12-13
NET,GTP-23-03966,,금성이엔씨 ㈜,,,2023-12-14,2026-12-13
NET,GT-23-01852,,금성이엔씨 ㈜,,,2023-12-14,2026-12-13
NET,1517,VOC 발생 저감을 위한 자동차 시트용 친환경 통풍 슬래브 패딩재 제조 기술,(주)무진케미칼,1248512828,우승건,2023-12-13,2025-12-12
NET,1518,차량시트용 마사지 기능을 구현한 타격·진동 증폭 및 구동 메커니즘 소형화 기술,현대트랜시스(주),3108112926,여수동,2023-12-13,2025-12-12
NET,1518,차량시트용 마사지 기능을 구현한 타격·진동 증폭 및 구동 메커니즘 소형화 기술,현대자동차(주),1018109147,장재훈,2023-12-13,2025-12-12
NET,1518,차량시트용 마사지 기능을 구현한 타격·진동 증폭 및 구동 메커니즘 소형화 기술,자화전자(주),3018105474,김상면김찬용,2023-12-13,2025-12-12
NET,1519,고장 조기검출을 통해 사고예방이 가능한 건물일체형 태양광시스템의 효율적 유지 보수 기술,(주)에스케이솔라에너지,7098601056,조근영,2023-12-13,2025-12-12
NET,1520,소화기내과용 연성 내시경을 위한 전동화 기술,(주)메디인테크,7188601536,이치원,2023-12-13,2025-12-12
NET,1521,축성 근시 소아 환자의 근시치료를 위한 디지털 치료 기술,(주)에스알파테라퓨틱스,4778101590,최승은,2023-12-13,2025-12-12
NET,1522,백신/치료용 생분해성 실리카 약물전달 플랫폼 기술,(주)레모넥스,1198683691,원철희,2023-12-13,2026-12-12
NET,1523,지혈을 위한 칼슘이온이 개질된 다당류 소재의 과립제형 제조 기술,(주)테라시온바이오메디칼,6628700342,김은진,2023-12-13,2026-12-12
NET,1524,다분산지수 3.5이상을 가지는 고내열/고유연 케이블용 PVC 제조 기술,(주)엘지화학,1078198139,신학철,2023-12-13,2025-12-12
NET,1525,찰과 부식 저감용 나노 셀룰로오스 결정체 기반 그리스 제조 기술,(주)루브캠코리아,5148130297,이승우,2023-12-13,2025-12-12
NET,1525,찰과 부식 저감용 나노 셀룰로오스 결정체 기반 그리스 제조 기술,현대자동차(주),1248512828,장재훈,2023-12-13,2025-12-12
NET,1526,케이블 보도교 모니터링을 위한 다중센서와 AI 위험경보 시스템 기술,(주)케이블브릿지,7508700649,신상훈,2023-12-13,2025-12-12
NET,1526,케이블 보도교 모니터링을 위한 다중센서와 AI 위험경보 시스템 기술,(주)이노온,2208879680,박태림,2023-12-13,2025-12-12
NET,1526,케이블 보도교 모니터링을 위한 다중센서와 AI 위험경보 시스템 기술,(주)에이치이에스콘설턴트,3328602476,임성신,2023-12-13,2025-12-12
NET,1517,VOC 발생 저감을 위한 자동차 시트용 친환경 통풍 슬래브 패딩재 제조 기술,(주)폼웍스,8558800091,최규환,2023-12-13,2025-12-12
NET,1517,VOC 발생 저감을 위한 자동차 시트용 친환경 통풍 슬래브 패딩재 제조 기술,현대트랜시스(주),3018128633,여수동,2023-12-13,2025-12-12
NET,1516,550MPa급 친환경·경량형 고강도 주철 하이브리드 브레이크 디스크 제조 기술,현대자동차(주),4238102078,장재훈,2023-12-13,2025-12-12
NET,1505,UI/UX용 촉감 전달을 위한 MR 유체 로터리 햅틱 액추에이터 기술,(주)씨케이머티리얼즈랩,1108604705,김형준,2023-12-13,2025-12-12
NET,1506,흑연 혼합물 코팅을 이용한 배전반 내 부스바 온도 저감 기술,(사)햇살,3128219408,최명용,2023-12-13,2025-12-12
NET,1507,엣지 AI 비전 추론용 64 TOPS급 저전력 ASIC 설계 기술,(주)모빌린트,8768801379,신동주,2023-12-13,2026-12-12
NET,1508,위성 시각 정보를 활용한 실내 GNSS 신호 생성 기술,(주)아이디씨티,8118101941,류지훈,2023-12-13,2025-12-12
NET,1509,3D 레이블링을 활용한 DNN기반 HD급 엣지 카메라용 실시간 차량 밑면 중심점 검출 기술,위드로봇(주),2148822843,김도윤,2023-12-13,2025-12-12
NET,1510,차량간통신(V2X) 기능을 포함하는 소프트웨어 기반 교통사고긴급통보장치(NG e-Call) 설계 및 제작 기술,(주)텔러스,4528800757,김선건,2023-12-13,2025-12-12
